GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC02_EST_VC13,HC03_EST_VC13,HC04_EST_VC13,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC04_EST_VC15
0500000US16001,16001,"Ada County, Idaho",55805,68197,78632,32170,73523,86949,97452,43278
0500000US16003,16003,"Adams County, Idaho",38583,46789,53810,19861,51154,61920,N,27548
0500000US16005,16005,"Bannock County, Idaho",43953,58344,67981,24769,58312,70443,80488,32528
0500000US16007,16007,"Bear Lake County, Idaho",44974,53867,56828,24412,54511,62336,N,32949
0500000US16009,16009,"Benewah County, Idaho",38963,43125,51778,28008,50054,54994,60875,38857
0500000US16011,16011,"Bingham County, Idaho",48088,56592,63168,24257,58824,66205,N,31657
0500000US16013,16013,"Blaine County, Idaho",62489,75406,80711,34951,80436,94265,N,50785
0500000US16015,16015,"Boise County, Idaho",41194,57155,60081,22545,56155,70360,N,33012
0500000US16017,16017,"Bonner County, Idaho",41879,51644,57846,21599,56564,65186,N,38514
0500000US16019,16019,"Bonneville County, Idaho",50897,57656,66231,29313,66407,74543,N,39956
0500000US16021,16021,"Boundary County, Idaho",39204,50360,53770,18801,50383,59270,N,28689
0500000US16023,16023,"Butte County, Idaho",41000,49150,54474,22232,53684,66059,N,28765
0500000US16025,16025,"Camas County, Idaho",41250,49231,58977,23375,52469,59295,N,40301
0500000US16027,16027,"Canyon County, Idaho",43108,48688,55644,23709,52293,58289,65702,31826
0500000US16029,16029,"Caribou County, Idaho",54481,64744,70325,24009,62206,71391,N,35463
0500000US16031,16031,"Cassia County, Idaho",44847,52979,58656,17984,52924,62364,N,27621
0500000US16033,16033,"Clark County, Idaho",32770,32813,35000,32639,41315,43310,N,31982
0500000US16035,16035,"Clearwater County, Idaho",39750,47447,50313,26066,49230,57684,N,32104
0500000US16037,16037,"Custer County, Idaho",39432,58750,64922,23147,52592,63707,N,30192
0500000US16039,16039,"Elmore County, Idaho",43516,51098,54980,28662,55241,61713,N,36400
0500000US16041,16041,"Franklin County, Idaho",45542,57271,59652,22347,53858,60709,N,30199
0500000US16043,16043,"Fremont County, Idaho",44991,50431,55109,31957,55082,61276,N,35516
0500000US16045,16045,"Gem County, Idaho",41969,49892,58807,19724,51849,61604,N,26991
0500000US16047,16047,"Gooding County, Idaho",38447,47095,52707,21174,52502,59743,N,29203
0500000US16049,16049,"Idaho County, Idaho",38320,46718,50945,21371,45774,52337,N,28965
0500000US16051,16051,"Jefferson County, Idaho",52495,58202,62315,24383,62195,67887,N,33426
0500000US16053,16053,"Jerome County, Idaho",40718,47741,52015,22902,50363,55950,N,30221
0500000US16055,16055,"Kootenai County, Idaho",49292,57966,64983,28937,63629,72827,82153,38968
0500000US16057,16057,"Latah County, Idaho",41944,62610,67941,23006,56196,75738,N,31627
0500000US16059,16059,"Lemhi County, Idaho",34457,51911,56026,21162,49134,60892,N,31160
0500000US16061,16061,"Lewis County, Idaho",36159,49943,55139,22564,48392,59788,N,28003
0500000US16063,16063,"Lincoln County, Idaho",41088,47462,49167,22679,49255,55314,N,29295
0500000US16065,16065,"Madison County, Idaho",32052,35589,38214,22196,52234,57843,N,29172
0500000US16067,16067,"Minidoka County, Idaho",44220,50928,56448,25098,56096,61590,N,36439
0500000US16069,16069,"Nez Perce County, Idaho",46608,59402,68893,27211,58145,68062,76959,38544
0500000US16071,16071,"Oneida County, Idaho",43078,49543,58040,22200,53994,61926,N,27811
0500000US16073,16073,"Owyhee County, Idaho",32589,40069,46510,19617,46381,53106,N,23694
0500000US16075,16075,"Payette County, Idaho",44326,52945,55810,22352,54861,63212,N,30512
0500000US16077,16077,"Power County, Idaho",45010,47148,63125,27346,54710,58475,N,32443
0500000US16079,16079,"Shoshone County, Idaho",38006,49564,56639,21200,46775,56972,N,29060
0500000US16081,16081,"Teton County, Idaho",52316,61810,69402,27589,60814,69483,N,38970
0500000US16083,16083,"Twin Falls County, Idaho",44138,51776,57989,26743,56693,63624,N,36354
0500000US16085,16085,"Valley County, Idaho",49722,59250,64914,27695,57495,69971,N,32789
0500000US16087,16087,"Washington County, Idaho",36483,46539,50972,18340,47940,56833,N,30708
0500000US17001,17001,"Adams County, Illinois",45472,59939,67874,25883,58150,70465,79678,33592
0500000US17003,17003,"Alexander County, Illinois",25495,33633,44602,14115,35104,41674,N,20266
0500000US17005,17005,"Bond County, Illinois",48120,62450,68863,23898,61447,70654,N,40224
0500000US17007,17007,"Boone County, Illinois",60166,67625,75395,33693,75015,82243,N,45411
0500000US17009,17009,"Brown County, Illinois",45463,64700,69779,25530,60385,71222,N,41258
0500000US17011,17011,"Bureau County, Illinois",49921,62047,71973,27669,63520,75598,N,36897
0500000US17013,17013,"Calhoun County, Illinois",52661,62394,67161,23733,63890,74280,N,34958
0500000US17015,17015,"Carroll County, Illinois",49629,59551,67653,28741,61513,73168,N,36063
0500000US17017,17017,"Cass County, Illinois",47443,56755,66987,26750,58370,65837,N,39477
0500000US17019,17019,"Champaign County, Illinois",46680,70155,85344,26041,64924,87984,103850,36834
0500000US17021,17021,"Christian County, Illinois",45727,56696,67207,28477,59204,67344,77954,41350
0500000US17023,17023,"Clark County, Illinois",50412,56281,66495,25364,60358,68777,N,39011
0500000US17025,17025,"Clay County, Illinois",43189,53708,60120,21386,52873,62143,N,31028
0500000US17027,17027,"Clinton County, Illinois",62407,80016,86373,30193,74249,89446,98305,38251
0500000US17029,17029,"Coles County, Illinois",38174,53624,66762,22036,54841,69242,81550,33623
0500000US17031,17031,"Cook County, Illinois",54828,66712,85397,37713,79147,93242,114703,54618
0500000US17033,17033,"Crawford County, Illinois",46057,62275,70539,26109,63873,78899,N,32435
0500000US17035,17035,"Cumberland County, Illinois",43825,57895,66575,26667,55919,65441,N,35352
0500000US17037,17037,"DeKalb County, Illinois",53771,71734,84306,28183,64799,80566,93376,37824
0500000US17039,17039,"De Witt County, Illinois",53129,68392,76300,27176,66562,78480,N,41133
0500000US17041,17041,"Douglas County, Illinois",51701,64984,71334,26858,62683,73777,N,33829
0500000US17043,17043,"DuPage County, Illinois",79016,96330,107806,44592,105253,123105,135828,58886
0500000US17045,17045,"Edgar County, Illinois",43075,52092,63446,22268,57095,66785,N,32405
0500000US17047,17047,"Edwards County, Illinois",42779,53056,59605,22730,52147,63171,N,29727
0500000US17049,17049,"Effingham County, Illinois",52374,64235,71790,27171,67528,79939,89642,37251
0500000US17051,17051,"Fayette County, Illinois",44603,53519,59603,25099,56185,63734,N,37317
0500000US17053,17053,"Ford County, Illinois",48908,61331,69470,26717,61469,73213,N,40178
0500000US17055,17055,"Franklin County, Illinois",37333,48365,56807,20969,48618,57526,N,29759
0500000US17057,17057,"Fulton County, Illinois",45938,56714,64721,26504,55170,64733,72818,34099
0500000US17059,17059,"Gallatin County, Illinois",40721,51071,58872,18109,53835,61896,N,34272
0500000US17061,17061,"Greene County, Illinois",43178,53117,62107,27212,53916,62152,N,34115
0500000US17063,17063,"Grundy County, Illinois",65197,79538,88679,32051,78323,90614,102646,43813
0500000US17065,17065,"Hamilton County, Illinois",41801,57607,61121,21223,54899,66355,N,31800
0500000US17067,17067,"Hancock County, Illinois",45741,54680,61068,25539,56749,66245,72216,35055
0500000US17069,17069,"Hardin County, Illinois",38170,48654,56020,18354,50410,63802,N,26004
0500000US17071,17071,"Henderson County, Illinois",48438,58736,68327,26429,61712,69740,N,40677
0500000US17073,17073,"Henry County, Illinois",52518,64751,74602,30333,65639,78398,N,36715
0500000US17075,17075,"Iroquois County, Illinois",47184,58140,66923,26345,61808,72544,80655,37103
0500000US17077,17077,"Jackson County, Illinois",32681,52367,69280,17442,50407,73048,88187,26706
0500000US17079,17079,"Jasper County, Illinois",54133,61894,67801,26722,62243,71313,N,35775
0500000US17081,17081,"Jefferson County, Illinois",43173,55791,65038,22093,57040,69713,80866,32030
0500000US17083,17083,"Jersey County, Illinois",54391,67747,77045,26348,66070,77029,N,32494
0500000US17085,17085,"Jo Daviess County, Illinois",52065,65545,75618,28760,67996,82246,N,37251
0500000US17087,17087,"Johnson County, Illinois",41414,51871,59865,17401,54704,67497,N,26546
0500000US17089,17089,"Kane County, Illinois",70514,81273,93218,39639,91016,101137,113852,55622
0500000US17091,17091,"Kankakee County, Illinois",51000,63039,76800,31806,63556,72964,86346,39762
0500000US17093,17093,"Kendall County, Illinois",83844,92794,101183,53474,93969,102431,N,59588
0500000US17095,17095,"Knox County, Illinois",39800,52188,64750,24538,52327,64842,76640,32519
0500000US17097,17097,"Lake County, Illinois",77873,92910,108195,42261,109622,125616,142774,59877
0500000US17099,17099,"LaSalle County, Illinois",51232,64425,74409,27332,63458,74764,85140,38373
0500000US17101,17101,"Lawrence County, Illinois",39569,49414,57467,21719,50450,59538,N,29504
0500000US17103,17103,"Lee County, Illinois",52004,63828,72163,30344,63092,74525,82119,37186
0500000US17105,17105,"Livingston County, Illinois",54723,66079,78819,30720,67649,79167,89835,41989
0500000US17107,17107,"Logan County, Illinois",49882,63740,73511,26000,60948,74086,N,33262
0500000US17109,17109,"McDonough County, Illinois",37959,58893,70473,19593,51619,69627,N,27245
0500000US17111,17111,"McHenry County, Illinois",76345,88699,97390,41473,92090,102747,112488,55087
0500000US17113,17113,"McLean County, Illinois",61955,82939,96969,31706,80056,100278,113680,45530
0500000US17115,17115,"Macon County, Illinois",46696,60613,73132,27643,62486,76392,91296,38075
0500000US17117,17117,"Macoupin County, Illinois",50911,61037,68503,27429,61928,71595,80105,37856
0500000US17119,17119,"Madison County, Illinois",53912,68269,80271,30141,68807,80724,93644,43349
0500000US17121,17121,"Marion County, Illinois",41783,54265,64868,21804,53816,62933,74446,33636
0500000US17123,17123,"Marshall County, Illinois",53914,64939,70317,31623,64015,76143,N,40115
0500000US17125,17125,"Mason County, Illinois",42476,56792,65436,22694,54657,65763,75857,31612
0500000US17127,17127,"Massac County, Illinois",43092,52118,63113,26667,55628,67333,N,33510
0500000US17129,17129,"Menard County, Illinois",59989,73516,80260,28607,72090,86139,N,38551
0500000US17131,17131,"Mercer County, Illinois",51259,63110,69497,31486,64008,73340,N,38186
0500000US17133,17133,"Monroe County, Illinois",69592,81432,89485,33171,86386,98409,N,43329
0500000US17135,17135,"Montgomery County, Illinois",45158,55334,64554,22463,56958,66930,76754,31908
0500000US17137,17137,"Morgan County, Illinois",46524,64143,76776,28026,61350,74289,N,36166
0500000US17139,17139,"Moultrie County, Illinois",47438,56595,65392,28065,59868,66059,N,42252
0500000US17141,17141,"Ogle County, Illinois",55894,69375,79518,30589,68441,79415,N,43438
0500000US17143,17143,"Peoria County, Illinois",51454,65309,82289,31241,68769,82409,100756,43484
0500000US17145,17145,"Perry County, Illinois",40532,55102,63718,22019,51364,65027,N,27515
0500000US17147,17147,"Piatt County, Illinois",63002,75266,81943,34591,78986,92000,N,43517
0500000US17149,17149,"Pike County, Illinois",38740,50262,57617,23274,50047,58880,N,31701
0500000US17151,17151,"Pope County, Illinois",39395,52308,55893,22875,51808,62933,N,29633
0500000US17153,17153,"Pulaski County, Illinois",33946,48245,59444,17209,47616,60841,N,26233
0500000US17155,17155,"Putnam County, Illinois",55360,68895,73798,27019,68137,80374,N,38599
0500000US17157,17157,"Randolph County, Illinois",48901,61573,69181,26906,59100,69564,76760,34889
0500000US17159,17159,"Richland County, Illinois",44514,56710,64227,24704,56923,69719,N,31270
0500000US17161,17161,"Rock Island County, Illinois",48226,61579,72475,29629,62093,74921,87909,38620
0500000US17163,17163,"St. Clair County, Illinois",50728,63885,85270,29192,66745,79747,99442,38503
0500000US17165,17165,"Saline County, Illinois",38772,49933,60265,21124,50808,61487,N,29604
0500000US17167,17167,"Sangamon County, Illinois",55565,72772,88382,34491,72162,87981,104374,44824
0500000US17169,17169,"Schuyler County, Illinois",48575,58468,65777,30586,59850,66914,N,39746
0500000US17171,17171,"Scott County, Illinois",48500,61622,69872,27593,59995,72231,N,32383
0500000US17173,17173,"Shelby County, Illinois",47411,57203,63252,24409,56380,64916,N,33060
0500000US17175,17175,"Stark County, Illinois",52956,63906,67612,26118,64362,71497,N,47151
0500000US17177,17177,"Stephenson County, Illinois",44631,56113,68368,26082,55988,66535,N,35896
0500000US17179,17179,"Tazewell County, Illinois",57052,70185,78739,32187,71394,83400,93209,41862
0500000US17181,17181,"Union County, Illinois",41849,50332,61882,25735,54800,66062,N,30649
0500000US17183,17183,"Vermilion County, Illinois",42548,53136,66002,26734,54076,63181,76167,34950
0500000US17185,17185,"Wabash County, Illinois",48679,60597,65927,21673,58787,70184,N,32768
0500000US17187,17187,"Warren County, Illinois",43683,54063,64349,24919,57996,68894,N,35027
0500000US17189,17189,"Washington County, Illinois",52761,66793,73217,29885,67166,79882,N,38206
0500000US17191,17191,"Wayne County, Illinois",44535,53983,60245,25381,56154,64778,N,34717
0500000US17193,17193,"White County, Illinois",45347,59459,67398,21820,60675,74513,N,30392
0500000US17195,17195,"Whiteside County, Illinois",48343,59574,67493,27811,59887,69667,78338,37948
0500000US17197,17197,"Will County, Illinois",76142,87503,97735,40719,91602,101769,112891,53133
0500000US17199,17199,"Williamson County, Illinois",43855,58374,67618,23758,58366,69610,79253,33037
0500000US17201,17201,"Winnebago County, Illinois",47523,58094,73199,28359,61963,72432,87281,38571
0500000US17203,17203,"Woodford County, Illinois",68119,78167,87753,31293,80269,91066,99971,41750
0500000US18001,18001,"Adams County, Indiana",47964,57480,62613,25456,59883,68632,N,36611
0500000US18003,18003,"Allen County, Indiana",49124,60700,73308,31185,64683,76641,89925,39659
0500000US18005,18005,"Bartholomew County, Indiana",54488,65677,76628,31276,69198,79923,91257,42820
0500000US18007,18007,"Benton County, Indiana",46909,56682,65425,28021,56562,64169,N,38911
0500000US18009,18009,"Blackford County, Indiana",39370,46116,52191,22570,50477,55330,N,30210
0500000US18011,18011,"Boone County, Indiana",67416,80733,91899,35588,101236,118257,N,49706
0500000US18013,18013,"Brown County, Indiana",53107,61816,70362,31264,67463,77299,N,41028
0500000US18015,18015,"Carroll County, Indiana",52806,62163,69596,30210,63015,73933,N,36672
0500000US18017,18017,"Cass County, Indiana",41356,51498,56724,26585,54793,62660,N,36269
0500000US18019,18019,"Clark County, Indiana",51182,62653,71802,29316,62668,73348,83285,38410
0500000US18021,18021,"Clay County, Indiana",46228,55651,64025,25358,55530,64007,N,32134
0500000US18023,18023,"Clinton County, Indiana",49669,58808,67854,28464,58961,67809,N,36267
0500000US18025,18025,"Crawford County, Indiana",40905,47268,53413,22520,46613,52612,N,30727
0500000US18027,18027,"Daviess County, Indiana",47104,56154,61759,25766,59111,67811,N,36166
0500000US18029,18029,"Dearborn County, Indiana",58000,70965,78901,31419,72480,84736,N,38860
0500000US18031,18031,"Decatur County, Indiana",49631,55591,65660,32450,58072,66170,N,35223
0500000US18033,18033,"DeKalb County, Indiana",49561,59227,68490,27861,60758,70463,81663,33876
0500000US18035,18035,"Delaware County, Indiana",37900,51133,64422,22822,52729,66381,79381,30661
0500000US18037,18037,"Dubois County, Indiana",54186,65642,71432,27236,66123,76793,N,38277
0500000US18039,18039,"Elkhart County, Indiana",46983,54550,63038,28264,58860,65940,76065,35823
0500000US18041,18041,"Fayette County, Indiana",37833,47555,54821,18888,47735,56812,N,26663
0500000US18043,18043,"Floyd County, Indiana",53431,67581,80832,29006,68681,81194,95511,39497
0500000US18045,18045,"Fountain County, Indiana",45660,52908,61414,28254,56926,64854,N,37301
0500000US18047,18047,"Franklin County, Indiana",50262,61670,68274,27038,62169,70581,N,31192
0500000US18049,18049,"Fulton County, Indiana",42585,50507,56240,23404,52930,61670,N,32679
0500000US18051,18051,"Gibson County, Indiana",48176,61529,68886,27556,61339,71550,N,35527
0500000US18053,18053,"Grant County, Indiana",39885,48860,57097,24493,51076,59411,68902,33018
0500000US18055,18055,"Greene County, Indiana",43470,54498,61501,23684,55638,63309,N,36013
0500000US18057,18057,"Hamilton County, Indiana",84635,101336,110228,45980,108833,125215,137035,59731
0500000US18059,18059,"Hancock County, Indiana",65517,75249,83115,34681,75616,84587,N,47449
0500000US18061,18061,"Harrison County, Indiana",53483,63469,71338,27405,62896,72574,79732,35368
0500000US18063,18063,"Hendricks County, Indiana",68342,80160,90655,40576,82231,91827,101057,50195
0500000US18065,18065,"Henry County, Indiana",40247,51545,59763,24925,51915,60765,69303,31437
0500000US18067,18067,"Howard County, Indiana",42078,58309,67355,25219,56450,68452,78950,33522
0500000US18069,18069,"Huntington County, Indiana",47356,58251,64196,26400,57172,67670,N,33236
0500000US18071,18071,"Jackson County, Indiana",47758,56542,65387,26081,56747,64763,N,34647
0500000US18073,18073,"Jasper County, Indiana",56214,66185,73376,30149,65769,72502,N,41272
0500000US18075,18075,"Jay County, Indiana",40761,50186,58029,22360,50357,59041,N,28640
0500000US18077,18077,"Jefferson County, Indiana",45306,52485,62588,27443,55752,63596,N,33983
0500000US18079,18079,"Jennings County, Indiana",44758,53276,61742,27157,54368,60894,N,36433
0500000US18081,18081,"Johnson County, Indiana",60644,72062,81524,34312,76126,86078,96606,44792
0500000US18083,18083,"Knox County, Indiana",42997,55712,63515,22940,53868,65926,N,30510
0500000US18085,18085,"Kosciusko County, Indiana",52706,61213,67613,29840,66812,75973,83237,41342
0500000US18087,18087,"LaGrange County, Indiana",49112,52730,56918,25207,62183,68496,N,36303
0500000US18089,18089,"Lake County, Indiana",49617,60293,75333,29521,63224,73439,89312,39840
0500000US18091,18091,"LaPorte County, Indiana",47117,58867,69745,28883,60207,69903,81324,38794
0500000US18093,18093,"Lawrence County, Indiana",44553,54356,61112,23944,55927,64989,72767,32035
0500000US18095,18095,"Madison County, Indiana",43440,55126,64485,25115,54590,65098,75407,32777
0500000US18097,18097,"Marion County, Indiana",42378,52317,71091,30301,58912,69800,89009,40864
0500000US18099,18099,"Marshall County, Indiana",47219,59226,65222,26170,59585,69539,76820,35306
0500000US18101,18101,"Martin County, Indiana",45113,55952,61574,28117,55553,66066,N,33711
0500000US18103,18103,"Miami County, Indiana",43862,55129,61324,25818,54906,63398,N,32639
0500000US18105,18105,"Monroe County, Indiana",41857,62033,74892,24306,59778,79761,93870,37555
0500000US18107,18107,"Montgomery County, Indiana",46286,53086,62643,30470,57001,63741,71628,39539
0500000US18109,18109,"Morgan County, Indiana",54986,63342,70991,30537,67098,74648,N,41301
0500000US18111,18111,"Newton County, Indiana",49769,55532,61448,27903,60626,67861,N,37391
0500000US18113,18113,"Noble County, Indiana",49102,59212,67561,25995,60355,68103,N,34983
0500000US18115,18115,"Ohio County, Indiana",47208,61065,65162,24850,57318,67866,N,33247
0500000US18117,18117,"Orange County, Indiana",38556,47465,51858,22355,47344,54995,N,30417
0500000US18119,18119,"Owen County, Indiana",44684,52433,58283,25667,53440,60450,N,34065
0500000US18121,18121,"Parke County, Indiana",43214,51711,55262,25327,59654,70290,N,31962
0500000US18123,18123,"Perry County, Indiana",47309,57411,64397,22370,54703,65168,N,30278
0500000US18125,18125,"Pike County, Indiana",43065,54184,62070,25974,56384,65415,N,31436
0500000US18127,18127,"Porter County, Indiana",62818,76733,90007,35683,76165,87746,99894,44530
0500000US18129,18129,"Posey County, Indiana",59969,73028,80760,26976,73167,83868,N,41595
0500000US18131,18131,"Pulaski County, Indiana",42910,50573,57026,23736,54122,60741,N,36915
0500000US18133,18133,"Putnam County, Indiana",49914,58902,67478,28971,62269,70700,N,37586
0500000US18135,18135,"Randolph County, Indiana",41537,49542,56699,23672,54500,63474,N,34991
0500000US18137,18137,"Ripley County, Indiana",50364,59840,69399,25411,60624,69562,N,33066
0500000US18139,18139,"Rush County, Indiana",46021,57132,63372,27482,58443,66323,N,33157
0500000US18141,18141,"St. Joseph County, Indiana",45012,57185,70942,27247,61263,72861,87059,38318
0500000US18143,18143,"Scott County, Indiana",43739,50202,57237,25460,54137,62566,N,32965
0500000US18145,18145,"Shelby County, Indiana",52341,61551,71746,30632,60356,68776,N,38830
0500000US18147,18147,"Spencer County, Indiana",53073,64983,68854,25180,61800,70893,N,36549
0500000US18149,18149,"Starke County, Indiana",40357,46636,54516,24973,51221,55937,63768,35987
0500000US18151,18151,"Steuben County, Indiana",48750,55309,62782,28324,61045,68950,N,39291
0500000US18153,18153,"Sullivan County, Indiana",45176,55783,63730,20108,54235,63216,N,29478
0500000US18155,18155,"Switzerland County, Indiana",44447,48095,54498,25206,49113,54767,N,30819
0500000US18157,18157,"Tippecanoe County, Indiana",44474,61994,74346,25002,60264,78201,91159,33717
0500000US18159,18159,"Tipton County, Indiana",53340,60325,69225,28867,64095,70786,N,43609
0500000US18161,18161,"Union County, Indiana",47083,59576,61426,23571,53052,64522,N,28157
0500000US18163,18163,"Vanderburgh County, Indiana",43067,57756,71559,27648,58080,70708,85208,36524
0500000US18165,18165,"Vermillion County, Indiana",44088,51006,57700,24991,55731,62133,N,41658
0500000US18167,18167,"Vigo County, Indiana",41175,52947,65478,23963,55965,68228,80952,32835
0500000US18169,18169,"Wabash County, Indiana",45657,53275,60270,24098,54746,62776,N,33229
0500000US18171,18171,"Warren County, Indiana",56642,65333,74327,24076,71424,83355,N,34957
0500000US18173,18173,"Warrick County, Indiana",62747,75239,84973,32696,79095,91147,N,42633
0500000US18175,18175,"Washington County, Indiana",42424,49891,58011,26786,52201,58954,N,32860
0500000US18177,18177,"Wayne County, Indiana",37932,49478,60682,22282,51023,60190,70876,32061
0500000US18179,18179,"Wells County, Indiana",49050,60255,67639,27452,60034,70314,N,32247
0500000US18181,18181,"White County, Indiana",51250,61264,65219,28609,61213,67540,N,41606
0500000US18183,18183,"Whitley County, Indiana",54023,62894,69207,29431,65243,74602,N,37461
0500000US19001,19001,"Adair County, Iowa",47264,58822,63902,27071,57994,70302,N,34083
0500000US19003,19003,"Adams County, Iowa",47335,56935,59821,24336,56825,68079,N,31396
0500000US19005,19005,"Allamakee County, Iowa",47886,57300,63276,28149,60995,69839,N,40992
0500000US19007,19007,"Appanoose County, Iowa",41525,55639,60938,22417,52615,64415,N,29323
0500000US19009,19009,"Audubon County, Iowa",47556,62255,69973,24752,67251,82656,N,39401
0500000US19011,19011,"Benton County, Iowa",59186,73002,78775,29930,70982,82497,N,38658
0500000US19013,19013,"Black Hawk County, Iowa",47002,62701,72630,30259,60230,74379,85630,37998
0500000US19015,19015,"Boone County, Iowa",52714,67321,76537,28445,65973,79764,N,38988
0500000US19017,19017,"Bremer County, Iowa",61619,76334,83509,29428,75627,90503,N,37204
0500000US19019,19019,"Buchanan County, Iowa",56393,70111,75040,33833,72508,86387,N,39050
0500000US19021,19021,"Buena Vista County, Iowa",48010,60603,66765,26930,61910,75655,N,34782
0500000US19023,19023,"Butler County, Iowa",51701,62645,66900,28526,63226,73450,N,38060
0500000US19025,19025,"Calhoun County, Iowa",44934,57476,66661,24750,60175,72627,N,34965
0500000US19027,19027,"Carroll County, Iowa",48998,66388,75353,26807,62242,76923,N,33697
0500000US19029,19029,"Cass County, Iowa",43960,51805,58433,27405,56600,65208,N,40116
0500000US19031,19031,"Cedar County, Iowa",59672,66922,72482,34033,66413,77641,N,39187
0500000US19033,19033,"Cerro Gordo County, Iowa",45012,62454,69484,27201,60366,76106,N,36305
0500000US19035,19035,"Cherokee County, Iowa",50828,66096,73299,27453,62988,78176,N,36185
0500000US19037,19037,"Chickasaw County, Iowa",46020,57807,63973,24754,58044,69134,N,32706
0500000US19039,19039,"Clarke County, Iowa",42430,59457,69561,23611,57495,72366,N,30524
0500000US19041,19041,"Clay County, Iowa",49438,65283,71147,26394,67828,84275,N,35835
0500000US19043,19043,"Clayton County, Iowa",47725,57937,64388,28046,60154,71067,N,36648
0500000US19045,19045,"Clinton County, Iowa",49849,64400,76081,26271,63562,77113,88126,37144
0500000US19047,19047,"Crawford County, Iowa",47437,56820,63056,26921,60148,69859,N,35057
0500000US19049,19049,"Dallas County, Iowa",74876,90506,98098,39588,96495,112784,123548,53204
0500000US19051,19051,"Davis County, Iowa",46048,52703,58011,23785,61687,70582,N,36125
0500000US19053,19053,"Decatur County, Iowa",38275,50919,56667,17693,49592,60206,N,26159
0500000US19055,19055,"Delaware County, Iowa",54801,67295,75731,31236,65059,75591,N,37348
0500000US19057,19057,"Des Moines County, Iowa",42146,52239,62223,25955,55470,65227,77190,35112
0500000US19059,19059,"Dickinson County, Iowa",56086,68346,73308,26233,71561,88049,N,38003
0500000US19061,19061,"Dubuque County, Iowa",53410,67096,75731,31410,66517,79532,88740,40116
0500000US19063,19063,"Emmet County, Iowa",48545,64279,74623,29438,68839,86181,N,36255
0500000US19065,19065,"Fayette County, Iowa",45443,59742,65434,25736,57480,69554,N,35176
0500000US19067,19067,"Floyd County, Iowa",43169,55708,63351,23166,57925,69369,N,32330
0500000US19069,19069,"Franklin County, Iowa",48218,56853,65432,24139,62103,71884,N,35722
0500000US19071,19071,"Fremont County, Iowa",52221,65168,71055,28015,67920,81514,N,36143
0500000US19073,19073,"Greene County, Iowa",47255,57159,64583,28377,64113,77152,N,34892
0500000US19075,19075,"Grundy County, Iowa",55896,70368,75208,32867,73315,87422,N,41680
0500000US19077,19077,"Guthrie County, Iowa",50238,60895,70823,32147,67793,80387,N,37053
0500000US19079,19079,"Hamilton County, Iowa",47358,57482,63571,27207,60728,68788,N,42645
0500000US19081,19081,"Hancock County, Iowa",52057,64601,69219,30359,64052,75742,N,37686
0500000US19083,19083,"Hardin County, Iowa",50941,67895,72225,27285,62182,75487,N,37445
0500000US19085,19085,"Harrison County, Iowa",53506,64424,73596,27246,62755,74382,N,36622
0500000US19087,19087,"Henry County, Iowa",49036,60799,67515,29378,60634,68304,N,42225
0500000US19089,19089,"Howard County, Iowa",47300,58432,64224,29503,59297,68632,N,40626
0500000US19091,19091,"Humboldt County, Iowa",47500,59568,68768,26118,60672,70439,N,40997
0500000US19093,19093,"Ida County, Iowa",45912,59030,70819,28058,60815,73675,N,34864
0500000US19095,19095,"Iowa County, Iowa",58553,72361,78635,33914,69302,79455,N,42772
0500000US19097,19097,"Jackson County, Iowa",47004,57494,65605,23399,58476,70222,N,31829
0500000US19099,19099,"Jasper County, Iowa",52430,66319,73014,29352,63518,75320,N,38183
0500000US19101,19101,"Jefferson County, Iowa",44688,59596,63660,22802,64325,80109,N,39346
0500000US19103,19103,"Johnson County, Iowa",54985,82351,93404,29744,76117,103413,117371,41184
0500000US19105,19105,"Jones County, Iowa",54264,65096,71589,30829,67323,77368,N,42668
0500000US19107,19107,"Keokuk County, Iowa",44745,56824,63820,27760,55126,66322,N,33861
0500000US19109,19109,"Kossuth County, Iowa",52345,66624,71739,27922,67131,81635,N,39699
0500000US19111,19111,"Lee County, Iowa",43314,56312,65601,26126,54333,65207,73967,31917
0500000US19113,19113,"Linn County, Iowa",59560,77182,88968,33156,74973,90678,103587,45339
0500000US19115,19115,"Louisa County, Iowa",52750,60227,64812,30187,63795,71322,N,42330
0500000US19117,19117,"Lucas County, Iowa",43280,56359,60946,23704,52251,62101,N,32246
0500000US19119,19119,"Lyon County, Iowa",54344,64713,68713,26314,66247,78504,N,33803
0500000US19121,19121,"Madison County, Iowa",56661,68875,76512,28942,70700,82538,N,43721
0500000US19123,19123,"Mahaska County, Iowa",48750,59286,68698,28011,59994,70155,N,39583
0500000US19125,19125,"Marion County, Iowa",55419,70923,76302,28677,66373,78504,N,36173
0500000US19127,19127,"Marshall County, Iowa",52354,60905,67434,29340,62905,71714,79583,40547
0500000US19129,19129,"Mills County, Iowa",65160,79870,88839,37206,75408,86656,N,41203
0500000US19131,19131,"Mitchell County, Iowa",47326,61213,68371,26158,58994,69845,N,35561
0500000US19133,19133,"Monona County, Iowa",41238,56603,66494,24316,55834,69197,N,31594
0500000US19135,19135,"Monroe County, Iowa",47297,58016,66761,28671,57264,68785,N,33621
0500000US19137,19137,"Montgomery County, Iowa",43566,54575,63354,19487,53261,62589,N,30190
