GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC02_EST_VC13,HC03_EST_VC13,HC04_EST_VC13,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC04_EST_VC15
0500000US01001,01001,"Autauga County, Alabama",52475,64417,74573,30101,64414,75214,N,37396
0500000US01003,01003,"Baldwin County, Alabama",50183,61621,70733,28845,67238,78740,88313,39431
0500000US01005,01005,"Barbour County, Alabama",35634,44730,58776,19450,46592,55901,N,27590
0500000US01007,01007,"Bibb County, Alabama",37984,42846,51764,19339,50508,56096,N,27586
0500000US01009,01009,"Blount County, Alabama",44409,51814,60456,23934,54689,61411,68735,30829
0500000US01011,01011,"Bullock County, Alabama",34804,44724,63391,21998,43910,53542,N,28216
0500000US01013,01013,"Butler County, Alabama",31571,39681,56258,17242,43157,51426,N,26370
0500000US01015,01015,"Calhoun County, Alabama",40919,51455,63319,22232,53011,62930,75626,30958
0500000US01017,01017,"Chambers County, Alabama",32835,43342,57639,19709,49088,60997,N,26782
0500000US01019,01019,"Cherokee County, Alabama",34983,45379,53070,17182,50191,59107,N,24370
0500000US01021,01021,"Chilton County, Alabama",41785,51121,61377,23052,56882,65550,N,28829
0500000US01023,01023,"Choctaw County, Alabama",34325,50884,61784,15523,49678,63510,N,22596
0500000US01025,01025,"Clarke County, Alabama",30951,46583,57917,15883,48394,58490,N,26342
0500000US01027,01027,"Clay County, Alabama",35286,42722,52840,17288,45287,53477,N,25775
0500000US01029,01029,"Cleburne County, Alabama",37008,46939,52305,17158,49832,59215,N,25390
0500000US01031,01031,"Coffee County, Alabama",45558,59572,73000,26860,60597,70768,82054,36828
0500000US01033,01033,"Colbert County, Alabama",39914,50733,60183,22293,51466,59703,N,31097
0500000US01035,01035,"Conecuh County, Alabama",24433,33862,46159,15272,37602,45261,N,22495
0500000US01037,01037,"Coosa County, Alabama",32340,43750,51955,19554,42392,50820,N,25064
0500000US01039,01039,"Covington County, Alabama",36256,45223,55237,20804,50674,59804,N,29093
0500000US01041,01041,"Crenshaw County, Alabama",37349,49393,55581,17462,49419,60377,N,24658
0500000US01043,01043,"Cullman County, Alabama",39415,48442,55979,19009,52597,62822,70073,26910
0500000US01045,01045,"Dale County, Alabama",44473,56075,67079,23091,54652,63876,74757,34981
0500000US01047,01047,"Dallas County, Alabama",26494,37748,58158,16778,42895,49917,72373,30142
0500000US01049,01049,"DeKalb County, Alabama",37977,45248,50454,18947,49069,56472,61419,27658
0500000US01051,01051,"Elmore County, Alabama",54159,64642,75999,31231,65767,75422,86641,38363
0500000US01053,01053,"Escambia County, Alabama",31422,36837,51976,16772,43344,49960,64492,25474
0500000US01055,01055,"Etowah County, Alabama",38467,49559,58080,20728,51007,59671,69573,29858
0500000US01057,01057,"Fayette County, Alabama",33144,43833,51231,14684,44881,55399,N,20586
0500000US01059,01059,"Franklin County, Alabama",35450,45476,57410,18891,46795,55542,N,25328
0500000US01061,01061,"Geneva County, Alabama",36268,45188,57180,19136,48370,55909,N,27159
0500000US01063,01063,"Greene County, Alabama",22170,28879,43958,14172,34290,42552,N,20826
0500000US01065,01065,"Hale County, Alabama",30839,39617,55204,17760,45620,53130,N,29658
0500000US01067,01067,"Henry County, Alabama",42926,56516,66265,17397,54401,66545,N,27230
0500000US01069,01069,"Houston County, Alabama",41077,52905,68111,23984,57985,69361,84894,33462
0500000US01071,01071,"Jackson County, Alabama",36874,45543,52981,18877,48964,57318,65262,27286
0500000US01073,01073,"Jefferson County, Alabama",45239,59128,79888,28385,66254,80328,101961,40014
0500000US01075,01075,"Lamar County, Alabama",36021,41102,49057,15948,45088,51794,N,24117
0500000US01077,01077,"Lauderdale County, Alabama",42703,55751,65825,21897,55864,68544,79032,30228
0500000US01079,01079,"Lawrence County, Alabama",40356,49934,59255,22021,52335,60912,N,29749
0500000US01081,01081,"Lee County, Alabama",43641,60270,76851,22850,60778,78412,93782,31242
0500000US01083,01083,"Limestone County, Alabama",49461,60322,73906,25809,67420,78528,N,37319
0500000US01085,01085,"Lowndes County, Alabama",25678,39699,61801,14566,43689,55475,N,19988
0500000US01087,01087,"Macon County, Alabama",30254,41023,60453,18079,42000,51555,N,25305
0500000US01089,01089,"Madison County, Alabama",58203,75885,93621,34313,79837,96346,113213,46941
0500000US01091,01091,"Marengo County, Alabama",33714,48729,62982,16565,53387,68728,N,23348
0500000US01093,01093,"Marion County, Alabama",33819,42199,50737,17229,48407,57142,N,24388
0500000US01095,01095,"Marshall County, Alabama",39473,48717,59380,21169,55108,64745,74241,29399
0500000US01097,01097,"Mobile County, Alabama",43844,53289,69337,25618,59046,68891,84609,37148
0500000US01099,01099,"Monroe County, Alabama",30569,40080,53004,14188,41264,50856,N,20835
0500000US01101,01101,"Montgomery County, Alabama",44830,56916,82767,30561,62568,74500,99721,39368
0500000US01103,01103,"Morgan County, Alabama",45341,56189,66700,25529,60617,70389,81345,37353
0500000US01105,01105,"Perry County, Alabama",25528,30154,50362,12444,36433,42798,N,19137
0500000US01107,01107,"Pickens County, Alabama",29839,40840,55268,15822,41278,49544,N,23763
0500000US01109,01109,"Pike County, Alabama",32798,45827,59860,18820,48586,60947,76025,26383
0500000US01111,01111,"Randolph County, Alabama",36498,45007,52653,16237,46236,55572,N,24037
0500000US01113,01113,"Russell County, Alabama",36066,42493,60719,23592,49195,56540,N,33788
0500000US01115,01115,"St. Clair County, Alabama",51317,59389,67932,29060,62367,70580,N,38083
0500000US01117,01117,"Shelby County, Alabama",69723,83682,92667,39743,86720,100259,110758,51103
0500000US01119,01119,"Sumter County, Alabama",22865,37372,54534,13213,34992,44448,N,19369
0500000US01121,01121,"Talladega County, Alabama",35896,43414,56950,19407,47801,55060,68966,28431
0500000US01123,01123,"Tallapoosa County, Alabama",38644,47014,60985,23134,50781,59248,N,30737
0500000US01125,01125,"Tuscaloosa County, Alabama",46448,60709,75938,25434,62616,75737,91599,35463
0500000US01127,01127,"Walker County, Alabama",36712,46013,55318,20435,50901,59399,N,28028
0500000US01129,01129,"Washington County, Alabama",44731,52064,57172,21667,54921,62072,N,33788
0500000US01131,01131,"Wilcox County, Alabama",23406,28438,50492,14315,37286,44953,N,21757
0500000US01133,01133,"Winston County, Alabama",34064,41836,50927,16187,45931,54271,N,26310
0500000US02013,02013,"Aleutians East Borough, Alaska",59886,63250,83333,50750,69467,73887,N,54751
0500000US02016,02016,"Aleutians West Census Area, Alaska",82284,87417,105179,63750,93892,98760,N,78299
0500000US02020,02020,"Anchorage Municipality, Alaska",78121,91120,107119,51247,98317,110967,127867,67752
0500000US02050,02050,"Bethel Census Area, Alaska",51930,52270,63980,36157,69476,70060,85216,55726
0500000US02060,02060,"Bristol Bay Borough, Alaska",82500,92083,112500,61667,93101,99700,N,73324
0500000US02068,02068,"Denali Borough, Alaska",79167,102552,104010,56250,91421,105804,N,71646
0500000US02070,02070,"Dillingham Census Area, Alaska",54846,57315,77614,34904,70185,78095,N,48373
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",70408,82166,93594,43778,84580,97133,N,57935
0500000US02100,02100,"Haines Borough, Alaska",57551,66250,72917,38056,71240,75402,N,59773
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",50268,59625,78750,30952,66937,81534,N,38074
0500000US02110,02110,"Juneau City and Borough, Alaska",84750,98408,112079,52366,97588,111507,N,64120
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",63099,77352,85982,34846,78020,91692,101035,48421
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",61712,84698,95204,37955,78169,95374,N,47827
0500000US02150,02150,"Kodiak Island Borough, Alaska",70529,79792,92679,33148,82756,90173,N,52097
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",47143,54148,67708,24375,61099,65630,N,43228
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",72134,82369,91575,38704,84838,95284,105675,53570
0500000US02180,02180,"Nome Census Area, Alaska",47579,46387,73571,35556,65042,65945,89481,44750
0500000US02185,02185,"North Slope Borough, Alaska",74609,83164,114107,44111,88173,93431,114630,54768
0500000US02188,02188,"Northwest Arctic Borough, Alaska",63971,60893,85909,53438,77506,75960,97876,63147
0500000US02195,02195,"Petersburg Borough, Alaska",61492,84844,96435,36111,83202,100696,N,53438
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",46387,59643,77857,24750,61163,71738,N,39020
0500000US02220,02220,"Sitka City and Borough, Alaska",69635,79743,89390,42956,81059,93035,N,58186
0500000US02230,02230,"Skagway Municipality, Alaska",72868,84375,83125,51094,88351,109686,N,61538
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",65481,73511,77901,41500,75871,80057,N,59893
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",81736,97801,101542,40417,86613,99775,N,47804
0500000US02270,02270,"Wade Hampton Census Area, Alaska",40943,42072,51700,18750,49546,50808,63003,27405
0500000US02275,02275,"Wrangell City and Borough, Alaska",48324,66071,72969,29236,62806,80967,N,39286
0500000US02282,02282,"Yakutat City and Borough, Alaska",69306,76000,81250,45417,73804,85061,N,51816
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",37796,48063,64485,19719,51010,59816,73617,32578
0500000US04001,04001,"Apache County, Arizona",32396,38158,50424,15915,41631,47386,58536,26683
0500000US04003,04003,"Cochise County, Arizona",45974,54975,64136,27491,59813,68113,76750,40219
0500000US04005,04005,"Coconino County, Arizona",48540,59216,75915,31970,65952,76927,92687,41615
0500000US04007,04007,"Gila County, Arizona",40042,49427,52873,23068,50268,58321,63744,33634
0500000US04009,04009,"Graham County, Arizona",46965,53113,64171,24987,56553,63490,N,33011
0500000US04011,04011,"Greenlee County, Arizona",50818,52394,60128,40545,58894,61830,N,45344
0500000US04012,04012,"La Paz County, Arizona",37009,43757,50127,22938,45868,54681,N,30876
0500000US04013,04013,"Maricopa County, Arizona",53689,64072,77827,35985,73344,84080,98275,49251
0500000US04015,04015,"Mohave County, Arizona",38456,46179,51823,24633,50106,58413,64976,33137
0500000US04017,04017,"Navajo County, Arizona",36591,42988,54734,22467,48651,53991,66299,32245
0500000US04019,04019,"Pima County, Arizona",46233,58113,70916,29231,63627,75429,89203,41913
0500000US04021,04021,"Pinal County, Arizona",50248,55513,64157,31607,60597,66560,74890,41144
0500000US04023,04023,"Santa Cruz County, Arizona",38802,43174,53144,20295,52629,56525,66729,38646
0500000US04025,04025,"Yavapai County, Arizona",44000,53626,59835,27451,57110,66203,73025,39202
0500000US04027,04027,"Yuma County, Arizona",41380,44317,51473,27597,54066,57390,65111,38803
0500000US05001,05001,"Arkansas County, Arkansas",37813,48449,55309,22310,54129,64914,N,34194
0500000US05003,05003,"Ashley County, Arkansas",35136,43917,53619,19261,48379,55356,N,28956
0500000US05005,05005,"Baxter County, Arkansas",35594,47348,52404,18892,47730,59363,66139,25408
0500000US05007,05007,"Benton County, Arkansas",56325,64622,72651,33128,75336,84796,93382,45308
0500000US05009,05009,"Boone County, Arkansas",38705,47526,53148,21707,51523,60018,N,31167
0500000US05011,05011,"Bradley County, Arkansas",33745,40160,49640,17763,48111,54912,N,29681
0500000US05013,05013,"Calhoun County, Arkansas",35000,46875,56190,16023,47742,57018,N,22850
0500000US05015,05015,"Carroll County, Arkansas",36897,45368,49980,22127,49115,57408,N,30429
0500000US05017,05017,"Chicot County, Arkansas",28086,33991,55256,14743,48265,57267,N,28027
0500000US05019,05019,"Clark County, Arkansas",34109,50048,62571,17631,48042,59129,N,27139
0500000US05021,05021,"Clay County, Arkansas",32057,40461,48169,17507,41575,49395,N,24687
0500000US05023,05023,"Cleburne County, Arkansas",40768,51012,54922,20852,56349,68190,N,30326
0500000US05025,05025,"Cleveland County, Arkansas",41586,51808,62039,24104,55419,64215,N,28750
0500000US05027,05027,"Columbia County, Arkansas",37509,51941,65873,16081,50463,61492,N,25236
0500000US05029,05029,"Conway County, Arkansas",37314,48317,60035,21763,53548,60217,N,33546
0500000US05031,05031,"Craighead County, Arkansas",42085,52077,64807,23375,59763,70794,85553,32982
0500000US05033,05033,"Crawford County, Arkansas",40712,47732,54550,20158,52167,59072,N,27348
0500000US05035,05035,"Crittenden County, Arkansas",37781,47508,70472,22216,51746,58887,80010,32244
0500000US05037,05037,"Cross County, Arkansas",37725,47345,57610,17227,48023,56199,66085,26663
0500000US05039,05039,"Dallas County, Arkansas",32554,46865,55549,18906,45243,57216,N,22589
0500000US05041,05041,"Desha County, Arkansas",28457,42197,61364,16875,46196,53919,N,32692
0500000US05043,05043,"Drew County, Arkansas",32351,43534,51502,15810,43536,52848,N,23328
0500000US05045,05045,"Faulkner County, Arkansas",51095,64439,75684,27129,65110,76776,88597,38555
0500000US05047,05047,"Franklin County, Arkansas",39879,45120,56433,21966,50956,58970,N,30790
0500000US05049,05049,"Fulton County, Arkansas",36244,41701,45900,20102,44456,51512,N,27241
0500000US05051,05051,"Garland County, Arkansas",39558,48761,58258,24050,55257,65389,76770,35077
0500000US05053,05053,"Grant County, Arkansas",46074,56769,62199,28139,56941,64439,N,33713
0500000US05055,05055,"Greene County, Arkansas",39500,49145,54625,20795,50266,59274,66634,28123
0500000US05057,05057,"Hempstead County, Arkansas",32587,43867,53974,19537,45568,56545,N,23202
0500000US05059,05059,"Hot Spring County, Arkansas",41353,49734,58631,20856,52253,57848,66110,35311
0500000US05061,05061,"Howard County, Arkansas",38050,41795,54237,19750,50724,58237,N,30886
0500000US05063,05063,"Independence County, Arkansas",36186,44838,55836,21088,50219,58757,N,30009
0500000US05065,05065,"Izard County, Arkansas",31219,39811,42886,18398,43460,51130,N,27827
0500000US05067,05067,"Jackson County, Arkansas",31512,40698,48750,17944,41244,49513,59932,26353
0500000US05069,05069,"Jefferson County, Arkansas",36799,48229,65684,21938,50958,62796,79818,29341
0500000US05071,05071,"Johnson County, Arkansas",32553,39089,48250,19392,47965,57003,N,26088
0500000US05073,05073,"Lafayette County, Arkansas",31215,40156,55282,17244,42150,51088,N,25978
0500000US05075,05075,"Lawrence County, Arkansas",33481,43766,52453,16852,42107,50264,N,24237
0500000US05077,05077,"Lee County, Arkansas",26986,34370,44519,12551,37550,45833,N,21104
0500000US05079,05079,"Lincoln County, Arkansas",32615,40902,52399,19003,48956,53949,N,24816
0500000US05081,05081,"Little River County, Arkansas",39494,48955,57580,19430,48330,57179,N,27282
0500000US05083,05083,"Logan County, Arkansas",36062,46096,53819,18501,50706,61375,N,24100
0500000US05085,05085,"Lonoke County, Arkansas",52805,61411,71527,30476,62603,69307,78124,40081
0500000US05087,05087,"Madison County, Arkansas",37351,43206,47449,19025,49853,54603,N,34816
0500000US05089,05089,"Marion County, Arkansas",33293,39744,43679,16990,40307,47456,N,23085
0500000US05091,05091,"Miller County, Arkansas",40829,50799,62188,22155,51085,60422,N,31622
0500000US05093,05093,"Mississippi County, Arkansas",34424,40562,54945,18206,48382,54230,68776,32559
0500000US05095,05095,"Monroe County, Arkansas",27571,37468,54028,15851,40767,50359,N,24284
0500000US05097,05097,"Montgomery County, Arkansas",32293,41781,44297,19652,44226,51239,N,29452
0500000US05099,05099,"Nevada County, Arkansas",31614,42933,49543,17147,42727,51804,N,25153
0500000US05101,05101,"Newton County, Arkansas",32500,42671,45698,14210,43407,52916,N,21269
0500000US05103,05103,"Ouachita County, Arkansas",32220,43809,57309,17738,44707,54177,N,25479
0500000US05105,05105,"Perry County, Arkansas",42030,50280,51199,21709,57347,63057,N,40463
0500000US05107,05107,"Phillips County, Arkansas",27183,36088,59784,16290,44707,53811,N,26504
0500000US05109,05109,"Pike County, Arkansas",32045,39428,49792,19257,46471,53603,N,25944
0500000US05111,05111,"Poinsett County, Arkansas",33238,40852,51006,16903,42101,48990,58519,25228
0500000US05113,05113,"Polk County, Arkansas",33558,41481,47174,20897,47010,52528,N,34005
0500000US05115,05115,"Pope County, Arkansas",40818,49423,57630,24264,53514,63320,72013,30460
0500000US05117,05117,"Prairie County, Arkansas",36904,43412,47477,21927,42863,49029,N,28347
0500000US05119,05119,"Pulaski County, Arkansas",46410,59878,78866,30648,66107,81264,100529,41116
0500000US05121,05121,"Randolph County, Arkansas",36487,46303,53382,17278,47141,55652,N,25219
0500000US05123,05123,"St. Francis County, Arkansas",31336,36986,52358,16822,42100,49817,N,26033
0500000US05125,05125,"Saline County, Arkansas",55697,65961,75795,32268,67037,75822,84766,41651
0500000US05127,05127,"Scott County, Arkansas",36754,42119,47850,19509,47280,53964,N,26327
0500000US05129,05129,"Searcy County, Arkansas",33610,41183,42489,15740,41077,50894,N,23716
0500000US05131,05131,"Sebastian County, Arkansas",39208,49477,60922,23764,59002,70550,83993,34950
0500000US05133,05133,"Sevier County, Arkansas",36218,44419,51186,21630,45077,50950,N,26698
0500000US05135,05135,"Sharp County, Arkansas",30826,39604,42474,18433,40017,48306,N,23139
0500000US05137,05137,"Stone County, Arkansas",29982,41319,44614,15553,45379,58366,N,22754
0500000US05139,05139,"Union County, Arkansas",38762,48335,60571,21496,53948,63210,N,32367
0500000US05141,05141,"Van Buren County, Arkansas",31030,39552,47897,19095,42643,51653,N,23645
0500000US05143,05143,"Washington County, Arkansas",41983,55735,69007,25545,62592,75680,89062,38853
0500000US05145,05145,"White County, Arkansas",42852,52740,61880,18872,57539,66599,74550,32431
0500000US05147,05147,"Woodruff County, Arkansas",27165,36675,48750,16598,38146,47712,N,22411
0500000US05149,05149,"Yell County, Arkansas",37378,43915,53350,21367,47805,56453,N,28077
0500000US06001,06001,"Alameda County, California",73775,90822,110223,46284,99356,115583,135059,63561
0500000US06003,06003,"Alpine County, California",61343,71932,92813,26375,70985,85459,N,35697
0500000US06005,06005,"Amador County, California",52964,68765,75858,25045,70485,85725,N,39337
0500000US06007,06007,"Butte County, California",43165,56934,68651,25963,60620,73109,86284,39363
0500000US06009,06009,"Calaveras County, California",54936,67100,76494,27912,70238,82374,N,43141
0500000US06011,06011,"Colusa County, California",50503,56472,62248,31055,66008,72183,N,44873
0500000US06013,06013,"Contra Costa County, California",79799,95087,112180,48476,107920,123046,141400,65933
0500000US06015,06015,"Del Norte County, California",39302,52452,70852,21655,53193,64598,N,32924
0500000US06017,06017,"El Dorado County, California",68507,84690,94619,34998,91565,106311,N,52452
0500000US06019,06019,"Fresno County, California",45201,50046,66104,28651,63045,68097,84191,43184
0500000US06021,06021,"Glenn County, California",40106,51940,59579,19189,61237,73416,N,31228
0500000US06023,06023,"Humboldt County, California",42153,53532,66219,26801,56409,69548,82573,36457
0500000US06025,06025,"Imperial County, California",41772,46555,57998,19705,56972,60784,71317,38425
0500000US06027,06027,"Inyo County, California",45625,69041,79551,27195,60501,76539,N,38398
0500000US06029,06029,"Kern County, California",48574,52541,68090,31077,65412,69859,84948,45437
0500000US06031,06031,"Kings County, California",47341,50202,63940,31218,63381,66990,79673,44148
0500000US06033,06033,"Lake County, California",35997,47773,58785,21390,50526,59566,71719,33577
0500000US06035,06035,"Lassen County, California",53351,66717,73296,29652,64277,76120,N,39828
0500000US06037,06037,"Los Angeles County, California",55870,62289,78872,40008,82109,90254,108822,60493
0500000US06039,06039,"Madera County, California",45490,49964,59194,24409,60120,64585,74526,36185
0500000US06041,06041,"Marin County, California",91529,120030,136069,53597,141535,171522,189555,88292
0500000US06043,06043,"Mariposa County, California",50560,63520,72868,26375,65817,76068,N,41701
0500000US06045,06045,"Mendocino County, California",43290,53996,64201,25453,58831,68993,80376,40545
0500000US06047,06047,"Merced County, California",43066,47729,59460,26271,59868,64316,77639,38076
0500000US06049,06049,"Modoc County, California",38560,46536,55481,24865,51004,61814,N,33453
0500000US06051,06051,"Mono County, California",61814,73494,75304,45553,69594,81091,N,52860
0500000US06053,06053,"Monterey County, California",58582,62370,75322,41030,80474,86441,100657,56503
0500000US06055,06055,"Napa County, California",70925,81275,94893,44462,95454,106440,120163,65646
0500000US06057,06057,"Nevada County, California",56949,69649,79914,36765,75742,86479,95180,53622
0500000US06059,06059,"Orange County, California",75998,85472,101331,50028,102520,112972,128461,68985
0500000US06061,06061,"Placer County, California",73747,88615,99828,40428,93596,107614,118282,56601
0500000US06063,06063,"Plumas County, California",48032,60709,69375,28365,62348,75894,N,40632
0500000US06065,06065,"Riverside County, California",56592,63523,74819,33723,74062,80596,91810,49487
0500000US06067,06067,"Sacramento County, California",55615,64496,80570,38621,73456,82496,98159,51800
0500000US06069,06069,"San Benito County, California",67874,71124,84789,44706,83170,87168,N,58816
0500000US06071,06071,"San Bernardino County, California",54100,59626,72977,32179,69373,74812,88179,45446
0500000US06073,06073,"San Diego County, California",63996,74569,88785,43245,86416,97245,111543,60350
0500000US06075,06075,"San Francisco County, California",78378,93391,115991,63270,113933,134953,157972,93416
0500000US06077,06077,"San Joaquin County, California",53253,59614,74003,31854,70572,76828,91091,45553
0500000US06079,06079,"San Luis Obispo County, California",59454,75828,87073,34213,78731,93024,103889,50634
0500000US06081,06081,"San Mateo County, California",91421,108088,125303,57656,131058,152569,171751,79444
0500000US06083,06083,"Santa Barbara County, California",63409,73636,88565,39419,89545,102569,118693,58321
0500000US06085,06085,"Santa Clara County, California",93854,106401,124087,59492,124513,138271,156086,82236
0500000US06087,06087,"Santa Cruz County, California",66923,81495,98092,40731,90870,106121,123097,59464
0500000US06089,06089,"Shasta County, California",44556,55028,66718,26147,59056,70288,81397,35684
0500000US06091,06091,"Sierra County, California",43107,57708,73688,25313,62469,77963,N,31706
0500000US06093,06093,"Siskiyou County, California",37495,46079,55688,22695,50453,59171,68112,34404
0500000US06095,06095,"Solano County, California",67341,77634,92805,42201,83471,92862,107430,54129
0500000US06097,06097,"Sonoma County, California",63799,76614,90076,42542,85285,98811,112522,57851
0500000US06099,06099,"Stanislaus County, California",49573,55357,68204,29918,65348,71481,84457,42082
0500000US06101,06101,"Sutter County, California",51527,58434,67015,30516,69606,77083,89226,43145
0500000US06103,06103,"Tehama County, California",42369,49731,58407,26536,55092,62075,70408,35937
0500000US06105,06105,"Trinity County, California",36862,49221,54958,22443,52729,62094,N,34649
0500000US06107,06107,"Tulare County, California",42863,45296,56611,27177,58798,61858,72966,40427
0500000US06109,06109,"Tuolumne County, California",48493,58355,67109,29167,62446,73234,82547,38852
0500000US06111,06111,"Ventura County, California",77335,86890,101080,46791,100397,110467,125502,64556
0500000US06113,06113,"Yolo County, California",55508,75225,90108,31120,78494,97158,110778,45616
0500000US06115,06115,"Yuba County, California",45470,49560,60383,26565,56357,60639,71070,39715
0500000US08001,08001,"Adams County, Colorado",57421,65605,76763,37621,70642,77856,88530,47689
0500000US08003,08003,"Alamosa County, Colorado",31400,46462,57770,15163,49705,63352,N,27341
0500000US08005,08005,"Arapahoe County, Colorado",62213,75574,91441,40284,85655,100936,117726,52370
0500000US08007,08007,"Archuleta County, Colorado",48186,58899,65841,33325,64034,70166,N,48479
0500000US08009,08009,"Baca County, Colorado",38625,45144,50071,21000,50493,57934,N,34919
0500000US08011,08011,"Bent County, Colorado",39053,42764,49152,26042,51036,59269,N,32696
0500000US08013,08013,"Boulder County, Colorado",69407,94938,109644,40035,94871,119501,134623,56799
0500000US08014,08014,"Broomfield County, Colorado",80430,97070,106556,42401,99462,117024,N,57427
0500000US08015,08015,"Chaffee County, Colorado",48528,57982,68250,28111,62146,72369,N,39117
0500000US08017,08017,"Cheyenne County, Colorado",53900,65792,67000,26094,62111,75976,N,35432
0500000US08019,08019,"Clear Creek County, Colorado",68531,83239,93594,43474,93440,117670,N,55319
0500000US08021,08021,"Conejos County, Colorado",37357,49097,56290,15156,47751,55318,N,26208
0500000US08023,08023,"Costilla County, Colorado",33594,42043,44309,20280,46762,51955,N,38367
0500000US08025,08025,"Crowley County, Colorado",31534,41953,49375,21250,42370,49558,N,28105
0500000US08027,08027,"Custer County, Colorado",32261,41394,48542,21289,51552,62569,N,32271
0500000US08029,08029,"Delta County, Colorado",42389,52183,60221,21892,59629,68539,N,39470
0500000US08031,08031,"Denver County, Colorado",51800,66522,86169,40867,77658,96611,117298,58206
0500000US08033,08033,"Dolores County, Colorado",32578,45242,47241,22688,46210,54322,N,32633
0500000US08035,08035,"Douglas County, Colorado",102626,114230,122005,57596,123768,136452,146482,73738
0500000US08037,08037,"Eagle County, Colorado",73774,86729,97734,57881,104924,115174,N,81758
0500000US08039,08039,"Elbert County, Colorado",82154,91010,95726,48616,100199,111128,N,66008
0500000US08041,08041,"El Paso County, Colorado",57487,70981,82387,34328,76178,88673,100687,46038
0500000US08043,08043,"Fremont County, Colorado",40569,50433,57738,26128,52361,62389,N,33039
0500000US08045,08045,"Garfield County, Colorado",57214,68237,76995,40956,72499,81587,N,46764
0500000US08047,08047,"Gilpin County, Colorado",65851,82930,87639,39014,82103,105335,N,49494
0500000US08049,08049,"Grand County, Colorado",64109,71995,79635,43829,76866,87590,N,56293
0500000US08051,08051,"Gunnison County, Colorado",51371,68654,74471,31600,64592,77775,N,44515
0500000US08053,08053,"Hinsdale County, Colorado",55682,71250,71750,31875,74667,81481,N,59303
0500000US08055,08055,"Huerfano County, Colorado",32932,44682,57500,20417,52497,66025,N,32305
0500000US08057,08057,"Jackson County, Colorado",45606,58036,64583,32708,53925,60889,N,42559
0500000US08059,08059,"Jefferson County, Colorado",69698,85881,98318,41583,88241,105048,117729,54146
0500000US08061,08061,"Kiowa County, Colorado",39375,51518,62159,19306,53598,67861,N,26036
0500000US08063,08063,"Kit Carson County, Colorado",41495,52125,63542,23333,54332,63143,N,31573
0500000US08065,08065,"Lake County, Colorado",46174,67391,74500,38535,58030,68740,N,41772
0500000US08067,08067,"La Plata County, Colorado",58456,71068,81413,37871,73871,89257,N,46981
0500000US08069,08069,"Larimer County, Colorado",58844,76246,85617,34153,77012,93870,104268,45998
0500000US08071,08071,"Las Animas County, Colorado",45707,56199,65625,21596,55852,66401,74823,34412
0500000US08073,08073,"Lincoln County, Colorado",43701,58830,62357,23859,59597,69252,N,38832
0500000US08075,08075,"Logan County, Colorado",41749,53716,62948,26144,58237,68684,N,38916
0500000US08077,08077,"Mesa County, Colorado",48610,60660,72192,28704,65297,76842,89391,40379
0500000US08079,08079,"Mineral County, Colorado",47986,70682,71364,25781,61179,78520,N,36503
0500000US08081,08081,"Moffat County, Colorado",50123,66861,73963,27925,61398,72860,N,39456
0500000US08083,08083,"Montezuma County, Colorado",43431,51489,62654,28211,55308,63084,N,38254
0500000US08085,08085,"Montrose County, Colorado",44885,54413,59767,23768,55569,64798,N,34329
0500000US08087,08087,"Morgan County, Colorado",46223,52370,61717,26056,56967,63345,72864,34380
0500000US08089,08089,"Otero County, Colorado",32594,42146,49094,17591,46298,54690,N,26284
0500000US08091,08091,"Ouray County, Colorado",60701,71094,76033,37287,72378,86223,N,45587
0500000US08093,08093,"Park County, Colorado",60800,73722,79931,34018,69977,82774,N,43962
0500000US08095,08095,"Phillips County, Colorado",44390,58277,63508,21761,58971,67456,N,39091
0500000US08097,08097,"Pitkin County, Colorado",71060,95024,106379,50342,117574,164224,N,68373
0500000US08099,08099,"Prowers County, Colorado",35408,45371,54848,20055,48933,56641,N,28820
0500000US08101,08101,"Pueblo County, Colorado",41974,52613,65344,25292,54865,64490,76855,35673
0500000US08103,08103,"Rio Blanco County, Colorado",63910,75685,79306,32096,70278,82184,N,39966
0500000US08105,08105,"Rio Grande County, Colorado",38673,48045,52111,22009,51247,60871,N,31333
0500000US08107,08107,"Routt County, Colorado",61095,76910,85978,38074,80908,98413,N,48439
0500000US08109,08109,"Saguache County, Colorado",33398,41767,49669,24099,47817,53894,N,39462
0500000US08111,08111,"San Juan County, Colorado",37679,53250,56042,35337,47278,61386,N,35886
0500000US08113,08113,"San Miguel County, Colorado",59490,76544,82500,42500,90990,115257,N,62376
0500000US08115,08115,"Sedgwick County, Colorado",43864,55625,60417,19130,52623,62320,N,30783
