PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
IL-S-15015,"FEW SPIRITS, LLC",Â,918 CHICAGO AVE,EVANSTON,IL,60202,1819,COOK,918 CHICAGO AVE EVANSTON IL 60202,42.0349222,-87.6799324
IL-S-15016,"MASTERMIND VODKA, INC.",Â,4262 STATE HWY 162,PONTOON BEACH,IL,62040,0,MADISON,4262 STATE HWY 162 PONTOON BEACH IL 62040,38.7226279,-90.0677894
IL-S-15018,"PREMIERE DISTILLERY, LLC",Â,1503 ST. PAUL AVE,GURNEE,IL,60031,2146,LAKE,1503 ST. PAUL AVE GURNEE IL 60031,42.381375,-87.9099449
IL-S-15019,"LET THERE BE! DISTILLERS, LLC",Â,1801-15 W BERTEAU AVE,CHICAGO,IL,60613,1816,COOK,1801-15 W BERTEAU AVE CHICAGO IL 60613,41.9576783,-87.6746344
IL-S-15020,"CELLO VIA, INC",Â,300 MARQUARDT DR,WHEELING,IL,60090,6425,COOK,300 MARQUARDT DR WHEELING IL 60090,42.1167019,-87.909144
IL-S-15021,"TAILWINDS DISTILLING, LLC",TAILWINDS DISTILLING CO.,14912 S EASTERN AVE,PLAINFIELD,IL,60544,0,WILL,14912 S EASTERN AVE PLAINFIELD IL 60544,41.6114531,-88.1969492
IL-S-15022,"WATA, LLC",Â,2101 ADAMS ST,GRANITE CITY,IL,62040,0,MADISON,2101 ADAMS ST GRANITE CITY IL 62040,38.7056128,-90.1502103
IL-S-15023,ARCHER DANIELS MIDLAND COMPANY,Â,4666 FARIES PKWY,DECATUR,IL,62525,0,MACON,4666 FARIES PKWY DECATUR IL 62525,39.8653054,-88.8872161
IL-S-15024,BLACKSTONE SPIRITS LLC,Â,400 E MARGARET ST,THORNTON,IL,60476,0,COOK,400 E MARGARET ST THORNTON IL 60476,41.568919,-87.608175
IL-S-20001,"BLUE STAR POTABLES, LLC",QUINCY STREET DISTILLERY,39 E QUINCY ST,RIVERSIDE,IL,60546,2128,Cook,39 E QUINCY ST RIVERSIDE IL 60546,41.8271865,-87.8174087
IL-S-20002,"MID-OAK DISTILLERY, INC.",Â,4330 W MIDLOTHIAN TPKE,CRESTWOOD,IL,60445,0,Cook,4330 W MIDLOTHIAN TPKE CRESTWOOD IL 60445,41.6405923,-87.7270787
IL-S-20003,"SOUTHERN SISTERS SPIRITS, LLC",Â,428 WOOD RD,CARBONDALE,IL,62901,0,Jackson,428 WOOD RD CARBONDALE IL 62901,37.7367488,-89.2669444
IL-S-20004,"WINDY CITY DISTILLING, INC.",OPPIDAN SPIRITS,140 SHEPARD AVE,WHEELING,IL,60090,6072,Cook,140 SHEPARD AVE WHEELING IL 60090,42.1289511,-87.9197246
IL-S-20005,"J.K. WILLIAMS DISTILLING, LLC",Â,526 HIGH POINT LN,EAST PEORIA,IL,61611,0,Tazewell,526 HIGH POINT LN EAST PEORIA IL 61611,40.6466638,-89.5498653
IL-S-20006,BETTER DAYS DISTILLING L.L.C.,Â,8 S HODGE ST,TILTON,IL,61833,7609,Vermilion,8 S HODGE ST TILTON IL 61833,40.1021063,-87.6299088
IL-S-20007,"773, LLC",CH DISTILLERY,564 W RANDOLPH ST,CHICAGO,IL,60661,0,COOK,564 W RANDOLPH ST CHICAGO IL 60661,41.8846961,-87.642352
IL-S-20008,SOLBERG DISTILLING LLC,RHINE HALL,2010 W FULTON ST,CHICAGO,IL,60612,2359,USA,2010 W FULTON ST CHICAGO IL 60612,41.8871302,-87.6780153
IL-S-20009,"CHICAGO DISTILLING COMPANY, LLC",Â,2359 N MILWAUKEE AVE,CHICAGO,IL,60647,0,Cook,2359 N MILWAUKEE AVE CHICAGO IL 60647,41.9243838,-87.6990925
IL-S-20010,"BLAUM BROS. DISTILLING CO., LLC",BLAUM BROS. DISTILLING COMPANY,9380 US HIGHWAY 20,GALENA,IL,61036,9172,Jo Daviies,9380 US HIGHWAY 20 GALENA IL 61036,42.4065647,-90.4103395
IL-S-20011,"COPPER FIDDLE DISTILLERY, LLC",Â,532 W IL ROUTE 22,LAKE ZURICH,IL,60047,2550,Lake,532 W IL ROUTE 22 LAKE ZURICH IL 60047,42.197469,-88.0858977
IL-S-20012,COPPER RIDGE DISTILLERY LLC,Â,4009 E MAIN ST,DANVILLE,IL,61834,5897,Vermilion,4009 E MAIN ST DANVILLE IL 61834,40.1331951,-87.5505288
IL-S-20013,FOX RIVER DISTILLING COMPANY,Â,204 DEARBORN CT,GENEVA,IL,60134,0,Kane,204 DEARBORN CT GENEVA IL 60134,41.8868237,-88.2707809
IL-S-20014,PODHALANSKA LLC,Â,16135 NEW AVE,LEMONT,IL,60439,2607,Cook,16135 NEW AVE LEMONT IL 60439,41.672516,-88.013345
IL-S-20015,"FRANKFORT SPIRITS, INC.",Â,23320 S LAGRANGE RD,FRANKFORT,IL,60423,0,Will,23320 S LAGRANGE RD FRANKFORT IL 60423,41.465237,-87.886176
IL-S-20016,ROCK RIVER SPIRITS LLC,Â,7303 EDWARD DR,LOVES PARK,IL,61111,3950,Winnebago,7303 EDWARD DR LOVES PARK IL 61111,42.32793,-89.023715
IL-S-20017,WHISKEY ACRES DISTILLING CO.,Â,11504 KESLINGER RD,DEKALB,IL,60115,0,Â,11504 KESLINGER RD DEKALB IL 60115,41.8783268,-88.7265257
IL-S-20019,CHICAGO VODKA COMPANY,Â,1229 N NORTH BRANCH ST,CHICAGO,IL,60642,0,Â,1229 N NORTH BRANCH ST CHICAGO IL 60642,41.9046164,-87.6556631
IL-S-20020,STUMPY'S SPIRITS CO.,Â,1727 CENTERVILLE RD,COLUMBIA,IL,62236,0,Monroe,1727 CENTERVILLE RD COLUMBIA IL 62236,38.425647,-90.163579
IL-S-20021,ALMIGHTY SPIRITS DISTILLER LLC,Â,1904 TECHNY CT,NORTHBROOK,IL,60062,0,Â,1904 TECHNY CT NORTHBROOK IL 60062,42.1165844,-87.8228341
IL-S-20022,"MERCENARY BREWERY & DISTILLERY, LLC",MERCENARY DISTILLING COMPANY,2717 N MAPLEWOOD AVE,CHICAGO,IL,60647,1930,Cook,2717 N MAPLEWOOD AVE CHICAGO IL 60647,41.9308614,-87.6912368
IL-S-20023,"BLACK DOG DISTILLERY, LLC",BLACK DOG DISTILLERY,10038 CLOW CREEK RD,PLAINFIELD,IL,60585,0,Will,10038 CLOW CREEK RD PLAINFIELD IL 60585,41.6991418,-88.238368
IL-S-20024,BOONE COUNTY SPIRITS INC.,Â,8642 US 20 HWY,GARDEN PRAIRIE,IL,61038,0,Boone,8642 US 20 HWY GARDEN PRAIRIE IL 61038,42.251816,-88.772053
IL-S-20025,FLAVORCHEM CORPORATION,Â,1528 BROOK DR,DOWNERS GROVE,IL,60515,0,Dupage,1528 BROOK DR DOWNERS GROVE IL 60515,41.837536,-88.023515
IL-S-20026,"B. T. O. DISTILLERS, LLC",B T O DISTILLERS,5313 STATE ROUTE 140,BETHALTO,IL,62010,0,Madison,5313 STATE ROUTE 140 BETHALTO IL 62010,38.8985324,-90.0062923
IL-S-20027,WITNESS DISTILLERY LLC,Â,1223 E 3100 AVE,HERRICK,IL,62431,0,Fayette,1223 E 3100 AVE HERRICK IL 62431,39.1866474,-89.0351329
IL-S-20028,"BEPPE & THE ARCHITECT, LLC",Â,1900 N AUSTIN AVE,CHICAGO,IL,60639,0,Cook,1900 N AUSTIN AVE CHICAGO IL 60639,41.9155132,-87.7785308
IL-S-20029,"BLIND PIG DISTILLING, LLC",Â,4325 N RAVENSWOOD AVE,CHICAGO,IL,60613,0,Cook,4325 N RAVENSWOOD AVE CHICAGO IL 60613,41.9605889,-87.6735182
IL-S-20030,"RUSH CREEK DISTILLING, LLC",Â,1501 W DIGGINS ST,HARVARD,IL,60033,0,McHenry,1501 W DIGGINS ST HARVARD IL 60033,42.4220848,-88.6272032
IL-S-20031,"SMALL TOWN ENTERPRISE, LLC",Â,1000 N RAND RD,WAUCONDA,IL,60084,0,Lake,1000 N RAND RD WAUCONDA IL 60084,42.274454,-88.1529947
IL-S-83,"DIAGEO AMERICAS SUPPLY, INC.",Â,24440 W 143RD ST,PLAINFIELD,IL,60544,0,WILL,24440 W 143RD ST PLAINFIELD IL 60544,41.623815,-88.2142875
IN-S-15003,"PROXIMO DISTILLERS, LLC",PROXIMO DISTILLERS,220 SHIPPING ST,LAWRENCEBURG,IN,47025,1637,DEARBORN,220 SHIPPING ST LAWRENCEBURG IN 47025,39.0947905,-84.8595892
IN-S-15006,VIRTUOSO DISTILLERS LLC,Â,4211 GRAPE RD,MISHAWAKA,IN,46545,4654,ST JOSEPH,4211 GRAPE RD MISHAWAKA IN 46545,41.7003091,-86.1874475
IN-S-15007,"HEARTLAND DISTILLERS, LLC",Â,9402 UPTOWN DR,INDIANAPOLIS,IN,46256,1042,MARION,9402 UPTOWN DR INDIANAPOLIS IN 46256,39.9243175,-86.0368424
IN-S-15010,SENSIENT FLAVORS LLC,Â,5600 W RAYMOND ST,INDIANAPOLIS,IN,46241,4343,MARION,5600 W RAYMOND ST INDIANAPOLIS IN 46241,39.7366694,-86.2571942
IN-S-15011,"CENTRAL INDIANA ETHANOL, LLC",Â,2955 W DELPHI PIKE,MARION,IN,46952,9265,GRANT,2955 W DELPHI PIKE MARION IN 46952,40.5639433,-85.7280347
IN-S-15016,"MGPI OF INDIANA, LLC",Â,7 RIDGE AVE,LAWRENCEBURG,IN,47025,1637,DEARBORN,7 RIDGE AVE LAWRENCEBURG IN 47025,39.092449,-84.855695
IN-S-15018,"P.D. KANGAROO, INC.",BROKEN BEAKER,643 MASSACHUSSETTS AVE,INDIANAPOLIS,IN,46204,0,MARION,643 MASSACHUSSETTS AVE INDIANAPOLIS IN 46204,39.7760016,-86.147295
IN-S-157,"PRI-PAK, INC.",Â,2000 SCHENLEY PL,GREENDALE,IN,47025,4010,DEARBORN,2000 SCHENLEY PL GREENDALE IN 47025,39.1076135,-84.8689594
IN-S-160,GRAIN PROCESSING CORPORATION,Â,1443 S 300 W,WASHINGTON,IN,47501,7410,DAVIESS,1443 S 300 W WASHINGTON IN 47501,38.6366483,-87.2222435
IN-S-161,"HUBER ORCHARDS, INC.",Â,19816 HUBER RD,BORDEN,IN,47106,8309,CLARK,19816 HUBER RD BORDEN IN 47106,38.4229208,-85.9288062
IN-S-20001,THE INDIANA WHISKEY COMPANY,Â,1216 W SAMPLE ST,SOUTH BEND,IN,46619,0,St. Joseph,1216 W SAMPLE ST SOUTH BEND IN 46619,41.6646329,-86.268249
IN-S-20002,"THE OLD COPPER STILL DISTILLING COMPANY, LLC",BEAR WALLOW DISTILLERY,4484 E OLD STATE RD 46,NASHVILLE,IN,47448,0,Brown,4484 E OLD STATE RD 46 NASHVILLE IN 47448,39.1890152,-86.1600383
IN-S-20003,CARDINAL SPIRITS LLC,Â,922 S MORTON ST,BLOOMINGTON,IN,47403,2566,Monroe,922 S MORTON ST BLOOMINGTON IN 47403,39.1562493,-86.5366423
IN-S-20004,"HOTEL TANGO WHISKEY, LLC",Â,702 VIRGINIA AVE,INDIANAPOLIS,IN,46203,0,Â,702 VIRGINIA AVE INDIANAPOLIS IN 46203,39.757467,-86.14494
IN-S-20005,HURST HEAVY DISTILLING LLC,Â,3145 DR. ANDREW J. BROWN AVE,INDIANAPOLIS,IN,46205,0,Marion,3145 DR. ANDREW J. BROWN AVE INDIANAPOLIS IN 46205,39.813116,-86.135141
IN-S-20006,SOUTHERN INDIANA DISTILLING INC.,DUSTY BARN DISTILLERY,6861 CARSON SCHOOL RD,MOUNT VERNON,IN,47620,0,Posey,6861 CARSON SCHOOL RD MOUNT VERNON IN 47620,37.9376952,-87.7422733
IN-S-20007,ZEKES DISTILLERY INC.,Â,305 RIDGE AVE,GREENDALE,IN,47025,0,Dearborn,305 RIDGE AVE GREENDALE IN 47025,39.1048219,-84.8624208
IN-S-20008,"TERRY JOSEPH SPINE, JR.",DISTILLERY 64,"4680 HIGHWAY 64, NE",GEORGETOWN,IN,47122,7517,USA,"4680 HIGHWAY 64, NE GEORGETOWN IN 47122",38.3026257,-86.0395798
IN-S-20009,GRANNIE CLARK'S WYND LLC,JOURNEYMAN DISTILLERY,3703 N MAIN ST,MISHAWAKA,IN,46545,0,Â,3703 N MAIN ST MISHAWAKA IN 46545,41.6944413,-86.181821
IN-S-20010,OAKLEY BROTHERS DISTILLERY LLC,Â,3315 CHERRY RD,ANDERSON,IN,46011,0,USA,3315 CHERRY RD ANDERSON IN 46011,40.102243,-85.730615
IN-S-20011,JOSEPH & JONES LLC,MOGUL VODKA,5320 W 79TH ST,INDIANAPOLIS,IN,46268,1631,Marion,5320 W 79TH ST INDIANAPOLIS IN 46268,39.896945,-86.2533255
IN-S-20012,BAMC INC.,GELABURST,300 S CARROLL ROAD,INDIANAPOLIS,IN,46229,3959,Marion,300 S CARROLL ROAD INDIANAPOLIS IN 46229,39.772766,-85.954156
IN-S-20013,KINSMEN DISTILLERY LLC,OLD 55 DISTILLERY,311 E WASHINGTON ST,NEWTOWN,IN,47969,0,Fountain,311 E WASHINGTON ST NEWTOWN IN 47969,40.2056954,-87.1514495
IN-S-20014,"THE RIDGE WINERY, INC.",THE RIDGE WINERY,4857 PARKS RIDGE RD,VEVAY,IN,47043,0,switzerland,4857 PARKS RIDGE RD VEVAY IN 47043,38.791678,-85.121562
IN-S-20015,HOBSON & ROBERTS DISTILLING COMPANY LLC,Â,217 S BELMONT AVE,INDIANAPOLIS,IN,46222,0,United States,217 S BELMONT AVE INDIANAPOLIS IN 46222,39.7617047,-86.1953464
IN-S-20016,12-05 DISTILLERY LLC,Â,636 VIRGINIA AVE,INDIANAPOLIS,IN,46203,0,Marion,636 VIRGINIA AVE INDIANAPOLIS IN 46203,39.7580279,-86.1457877
IN-S-20017,JCM DEVELOPMENT LLC,OUTLAW LICKERS,1410 BALLOU RD,FLOYDS KNOBS,IN,47119,0,Clark,1410 BALLOU RD FLOYDS KNOBS IN 47119,38.416028,-85.83101
IN-S-20018,THE MALT GUILD INC.,JOE MORGAN''S BLACK DIAMOND DISTILLERY,2082 W STATE ROAD 45,MORGANTOWN,IN,46160,0,Brown,2082 W STATE ROAD 45 MORGANTOWN IN 46160,39.2651083,-86.2913289
IN-S-20019,HUNT CLUB DISTILLERY LLC,Â,3774 W STATE 47 RD,SHERIDAN,IN,46069,9133,Hamilton,3774 W STATE 47 RD SHERIDAN IN 46069,40.130273,-86.227516
IN-S-20020,"HEDINGER FARMS, LLC",MONKEY HOLLOW DISTILLERY,11534 E COUNTY ROAD 1740 N,ST. MEINRAD,IN,47577,0,Spencer,11534 E COUNTY ROAD 1740 N ST. MEINRAD IN 47577,38.135681,-86.8382338
IN-S-20021,176 SPIRITS LLC,LITTLE POT,9600 N US HIGHWAY 31,COLUMBUS,IN,47201,8538,Bartholomew,9600 N US HIGHWAY 31 COLUMBUS IN 47201,39.2892237,-85.9508024
IN-S-20022,BIG WOODS BREWING COMPANY LLC,HARD TRUTH DISTILLING COMPANY,44 N VAN BUREN ST,NASHVILLE,IN,47448,0,Brown,44 N VAN BUREN ST NASHVILLE IN 47448,39.2079445,-86.246977
IN-S-20023,JUSTIN S. MCLAIN,WINDY RIDGE DISTILLERY,,CAYUGA,IN,47928,0,Vermillion,CAYUGA IN 47928,39.9486489,-87.4597385
IN-S-20024,LAUGHERY VALLEY DISTILLERY LLC,LUCKY 7 DISTILLERY,857 SIX PINE RANCH RD,BATESVILLE,IN,47006,0,Ripley,857 SIX PINE RANCH RD BATESVILLE IN 47006,39.308235,-85.1866051
IN-S-20025,"THREE RIVERS DISTILLING COMPANY, LLC",Â,224 E WALLACE ST,FORT WAYNE,IN,46803,2341,ALLEN,224 E WALLACE ST FORT WAYNE IN 46803,41.069149,-85.1357206
IN-S-20026,BLACKTHORNE DISTILLERY LLC,Â,2441 E MAIN ST,GREENWOOD,IN,46142,0,Â,2441 E MAIN ST GREENWOOD IN 46142,39.6148005,-86.0596685
IN-S-20027,T & T DISTILLERY INC.,Â,357 N MAINE ST,FRANKFORT,IN,46041,2679,Clinton,357 N MAINE ST FRANKFORT IN 46041,40.2833521,-86.5119663
IN-S-20028,WEST FORK WHISKEY CO.,WEST FORK WHISKEY CO.,8557 ZIONSVILLE ROAD,INDIANAPOLIS,IN,46268,0,Marion,8557 ZIONSVILLE ROAD INDIANAPOLIS IN 46268,39.9100977,-86.2597575
IN-S-20029,"FRENCH LICK WINE & SPIRITS, INC.",Â,8145 W SINCLAIR ST,WEST BADEN SPRINGS,IN,47469,0,Orange,8145 W SINCLAIR ST WEST BADEN SPRINGS IN 47469,38.562572,-86.610994
IN-S-20030,"JAIL PROPERTY, LLC",BOONE COUNTY JAIL DISTILLERY,104 W WASHINGTON ST,LEBANON,IN,46052,2147,Boone,104 W WASHINGTON ST LEBANON IN 46052,40.0486133,-86.4682967
IN-S-20031,8TH DAY DISTILLERY LLC,8TH DAY DISTILLERY,1125 BROOKSIDE AVE,INDIANAPOLIS,IN,46202,0,Marion,1125 BROOKSIDE AVE INDIANAPOLIS IN 46202,39.7830926,-86.1356363
IN-S-20032,PIE-EYED SPIRITS LLC,Â,55418 PINE RD,SOUTH BEND,IN,46619,0,Â,55418 PINE RD SOUTH BEND IN 46619,41.6874841,-86.3509535
IN-S-20033,"BEST VINEYARDS, LLC",Â,8373 MORGANS LN SE,ELIZABETH,IN,47117,0,Â,8373 MORGANS LN SE ELIZABETH IN 47117,38.1505352,-85.9685357
IN-S-20034,"CROWN BREWING, LLC",Â,211 S EAST ST,CROWN POINT,IN,46307,0,Â,211 S EAST ST CROWN POINT IN 46307,41.4158404,-87.3634531
IN-S-20035,CEDAR CREEK DISTILLERY LLC,Â,3820 LEONARD RD,MARTINSVILLE,IN,46151,0,MORGAN,3820 LEONARD RD MARTINSVILLE IN 46151,39.4000006,-86.3549447
KS-S-15001,HIGH PLAINS INC,Â,1700 ROOKS RD,ATCHISON,KS,66002,0,ATCHISON,1700 ROOKS RD ATCHISON KS 66002,39.4697545,-95.123571
KS-S-15002,"WYLDEWOOD CELLARS, INC.",WYLDEWOOD CELLARS,951 E 119TH ST,PECK,KS,67120,0,SUMNER,951 E 119TH ST PECK KS 67120,37.4766328,-97.3242295
KS-S-15004,"HONOR DISTILLING, LLC",Â,301 BROADWAY ST,VALLEY FALLS,KS,66088,0,JEFFERSON,301 BROADWAY ST VALLEY FALLS KS 66088,39.345825,-95.456213
KS-S-15006,"GOOD SPIRITS DISTILLING, LLC",Â,2019 E SPRUCE CIR,OLATHE,KS,66062,0,JOHNSON,2019 E SPRUCE CIR OLATHE KS 66062,38.88685,-94.783005
KS-S-15009,"UNION HORSE DISTILLING COMPANY, LLC",Â,11740 W 86TH TER,LENEXA,KS,66214,0,JOHNSON,11740 W 86TH TER LENEXA KS 66214,38.9720515,-94.7225847
KS-S-15011,"T AND K INDUSTRIES, LLC",Â,17064 NESS RD,PARSONS,KS,67357,0,LABETTE,17064 NESS RD PARSONS KS 67357,37.2522011,-95.2851922
KS-S-20001,WHEAT STATE DISTILLING LLC,Â,"1635 E 37TH ST, N",WICHITA,KS,67219,3557,Sedgwick,"1635 E 37TH ST, N WICHITA KS 67219",37.7517052,-97.3185111
KS-S-20002,STRANGER BOTTOMS DISTILLERY LLC,Â,19819 MCLOUTH RD,TONGANOXIE,KS,66086,3144,Leavenworth,19819 MCLOUTH RD TONGANOXIE KS 66086,39.133254,-95.126824
KS-S-20003,BOOT HILL DISTILLERY LLC,Â,501 W SPRUCE ST,DODGE CITY,KS,67801,0,Ford,501 W SPRUCE ST DODGE CITY KS 67801,37.7545461,-100.0213707
KS-S-20004,TIMOTHY KYLE,ORNERY BROTHER DISTILLING,121 E 6TH ST,KINSLEY,KS,67547,0,KANSAS (KS),121 E 6TH ST KINSLEY KS 67547,37.9227795,-99.4116089
KS-S-22,"MGPI PROCESSING, INC.",Â,1300 MAIN ST,ATCHISON,KS,66002,130,ATCHISON,1300 MAIN ST ATCHISON KS 66002,39.5608779,-95.1332463
KY-S-10,BROWN-FORMAN CORPORATION,Â,1908 HOWARD ST,LOUISVILLE,KY,40210,1060,JEFFERSON,1908 HOWARD ST LOUISVILLE KY 40210,38.2450983,-85.7836737
KY-S-15000,JAMIESON'S DISTILLERY INC.,Â,3855 HIGHWAY 125,HICKMAN,KY,42050,0,FULTON,3855 HIGHWAY 125 HICKMAN KY 42050,36.5388138,-89.1404934
KY-S-15002,"DIAGEO AMERICAS SUPPLY, INC.",Â,3860 FITZGERALD RD,LOUISVILLE,KY,40216,5236,JEFFERSON,3860 FITZGERALD RD LOUISVILLE KY 40216,38.2102437,-85.8071814
KY-S-15005,"WOODSHED BEVERAGE, LLC",BARREL HOUSE DISTILLING COMPANY,1200 MANCHESTER ST,LEXINGTON,KY,40504,1129,FAYETTE,1200 MANCHESTER ST LEXINGTON KY 40504,38.0563777,-84.519088
KY-S-15006,CORSAIR ARTISAN LLC,Â,400 E MAIN ST,BOWLING GREEN,KY,42101,0,WARREN,400 E MAIN ST BOWLING GREEN KY 42101,36.9939802,-86.4410661
KY-S-15007,"STRONG SPIRITS, INC.",Â,999 WITHROW CT,BARDSTOWN,KY,40004,0,NELSON,999 WITHROW CT BARDSTOWN KY 40004,37.8334262,-85.4687514
KY-S-15008,"THREE SPRINGS BOTTLING COMPANY, LLC",Â,201 CAMPING WORLD CT,BOWLING GREEN,KY,42104,7553,WARREN,201 CAMPING WORLD CT BOWLING GREEN KY 42104,36.9317317,-86.4216252
KY-S-15009,"MB ROLAND DISTILLERY, INC.",Â,137 BARKERS MILL ROAD,PEMBROKE,KY,42266,9437,CHRISTIAN,137 BARKERS MILL ROAD PEMBROKE KY 42266,36.6978469,-87.3918967
KY-S-15010,"ALLTECH'S BEVERAGE DIVISION, LLC",Â,401 CROSS STREET,LEXINGTON,KY,40508,0,FAYETTE,401 CROSS STREET LEXINGTON KY 40508,38.0498601,-84.5095506
KY-S-15012,"THE OLD POGUE DISTILLERY, LLC",OLD POGUE,716 W SECOND ST,MAYSVILLE,KY,41056,0,MASON,716 W SECOND ST MAYSVILLE KY 41056,38.6623323,-83.7799657
KY-S-15014,CAMPARI AMERICA LLC,WILD TURKEY DISTILLERY,1417 VERSAILLES RD,LAWRENCEBURG,KY,40342,9624,ANDERSON,1417 VERSAILLES RD LAWRENCEBURG KY 40342,38.0435035,-84.8529644
KY-S-15018,"LIMESTONE BRANCH DISTILLERY, LLC",LIMESTONE BRANCH DISTILLERY,1280 VETERANS MEMORIAL HWY,LEBANON,KY,40033,0,MARION,1280 VETERANS MEMORIAL HWY LEBANON KY 40033,37.5812491,-85.2724457
KY-S-20001,"DISTILLED SPIRITS EPICENTER, LLC",Â,801-809 S 8TH ST,LOUISVILLE,KY,40203,2024,Â,801-809 S 8TH ST LOUISVILLE KY 40203,38.2442848,-85.7650083
KY-S-20002,"WHISKEY THIEF DISTILLING COMPANY, INC.",WHISKEY THIEF DISTILLING COMPANY,283 CRAB ORCHARD RD,FRANKFORT,KY,40601,9185,Franklin,283 CRAB ORCHARD RD FRANKFORT KY 40601,38.1522074,-84.9989587
KY-S-20003,MICHTER'S DISTILLERY LLC,Â,2351 NEW MILLENNIUM DR,LOUISVILLE,KY,40216,5161,Jefferson,2351 NEW MILLENNIUM DR LOUISVILLE KY 40216,38.2149069,-85.788146
KY-S-20004,COPPERHEAD DISTILLERY COMPANY,KENTUCKY ARTISAN DISTILLERY,6230 OLD LAGRANGE RD,CRESTWOOD,KY,40014,0,Oldham,6230 OLD LAGRANGE RD CRESTWOOD KY 40014,38.3360853,-85.4633707
KY-S-20005,"WILDERNESS TRACE DISTILLERY, LLC",WILDERNESS TRACE DISTILLERY,4095 LEBANON RD,DANVILLE,KY,40422,0,Boyle,4095 LEBANON RD DANVILLE KY 40422,37.6190926,-84.8300896
KY-S-20006,"BLUEGRASS DISTILLERS, LLC",Â,501 W SIXTH ST,LEXINGTON,KY,40508,0,Fayette,501 W SIXTH ST LEXINGTON KY 40508,38.0597814,-84.4918931
KY-S-20007,"HERITAGE TOBACCO GROUP, LLC",OLDE TOWN DISTILLERY,551 W TAPP RD,HARRODSBURG,KY,40330,0,Mercer,551 W TAPP RD HARRODSBURG KY 40330,37.7801987,-84.8516551
KY-S-20009,PADUCAH DISTILLED SPIRITS L.L.C.,Â,407 JEFFERSON ST,PADUCAH,KY,42001,718,MCCRACKEN,407 JEFFERSON ST PADUCAH KY 42001,37.0878615,-88.599212
KY-S-20010,BOUNDARY OAK DISTILLERY LLC,BOUNDARY OAK DISTILLERY,5796 BATTLE TRAINING RD,ELIZABETHTOWN,KY,42701,0,Hardin,5796 BATTLE TRAINING RD ELIZABETHTOWN KY 42701,37.7762932,-85.8168422
KY-S-20011,"FLAVORCRAFT INDUSTRIES, INC.",Â,2123 WATTERSON TRL,LOUISVILLE,KY,40299,0,Jefferson,2123 WATTERSON TRL LOUISVILLE KY 40299,38.2096511,-85.5588849
KY-S-20013,DUELING GROUNDS DISTILLERY LLC,Â,208 HARDING RD,FRANKLIN,KY,42134,2303,Simpson,208 HARDING RD FRANKLIN KY 42134,36.7059094,-86.5724177
KY-S-20014,COPPER & KINGS AMERICAN BRANDY COMPANY,Â,1121 E WASHINGTON ST,LOUISVILLE,KY,40206,0,Jefferson,1121 E WASHINGTON ST LOUISVILLE KY 40206,38.257101,-85.73041
KY-S-20015,"NEW RIFF DISTILLING, LLC.",Â,24 DISTILLERY WAY,NEWPORT,KY,41071,0,Campbell,24 DISTILLERY WAY NEWPORT KY 41071,39.091449,-84.4957757
KY-S-20016,"WADELYN RANCH DISTILLING, LLC",Â,383 FRIENDSHIP CHURCH RD,WAYNESBURG,KY,40489,0,Lincoln,383 FRIENDSHIP CHURCH RD WAYNESBURG KY 40489,37.3074379,-84.6841142
KY-S-20017,"GLENNS CREEK DISTILLING, LLC",Â,3501 MCCRACKEN PIKE,FRANKFORT,KY,40601,0,Woodford/Franklin,3501 MCCRACKEN PIKE FRANKFORT KY 40601,38.1468098,-84.8450965
KY-S-20018,BUCHANAN GRIGGS INC.,THE GENTLEMAN,108 E 4TH ST,PARIS,KY,40361,0,Bourbon,108 E 4TH ST PARIS KY 40361,38.2117008,-84.248895
KY-S-20019,"KENTUCKY PEERLESS DISTILLING COMPANY, LLC",Â,120 N 10TH ST,LOUISVILLE,KY,40202,0,Jefferson,120 N 10TH ST LOUISVILLE KY 40202,38.258608,-85.7668112
KY-S-20020,"PERISTYLE, LLC",Â,4445 MCCRACKEN PIKE,FRANKFORT,KY,40601,0,WOODFORD,4445 MCCRACKEN PIKE FRANKFORT KY 40601,38.146197,-84.8322336
KY-S-20021,"SECOND SIGHT SPIRITS, LLC",Â,301 ELM ST,LUDLOW,KY,41016,1450,Kenton,301 ELM ST LUDLOW KY 41016,39.093368,-84.548412
KY-S-20022,STILLWORKS LLC,CASEY JONES DISTILLERY,2813 WITTY LN,HOPKINSVILLE,KY,42240,0,United States of America,2813 WITTY LN HOPKINSVILLE KY 42240,36.911427,-87.5510748
KY-S-20023,"TERREPURE KENTUCKY DISTILLERS, INC.",O.Z. TYLER DISTILLERY,10 DISTILLERY RD,OWENSBORO,KY,42301,1422,Â,10 DISTILLERY RD OWENSBORO KY 42301,37.7768748,-87.1380579
KY-S-20024,"LOUISVILLE DISTILLING COMPANY, LLC",Â,200 E MAIN ST,LOUISVILLE,KY,40202,0,Jefferson,200 E MAIN ST LOUISVILLE KY 40202,38.255431,-85.749595
KY-S-20025,"ROUTE 52 MOONSHINE, LLC",Â,465 BEATTYVILLE RD,IRVINE,KY,40336,0,ESTILL,465 BEATTYVILLE RD IRVINE KY 40336,37.6651194,-83.8512995
